Số Báo Danh, Họ và Tên, Toán, Ngữ Văn, Vật Lý, Hóa Học, Sinh Học, Lịch Sử, Địa Lý, GDCD, KHTN, KHXH, Ngoại Ngữ, Ghi Chú, Tỉnh
BD1205040,,2.2,4.25,,,,3.75,5.0,7.5,,,2.2,N1,BinhDinh
BD1205041,,8.0,6.0,7.5,7.0,6.5,,,,,,4.8,N1,BinhDinh
BD1205042,,8.0,4.75,7.0,6.25,5.5,,,,,,8.4,N1,BinhDinh
BD1205043,,7.6,5.25,7.0,5.5,4.0,,,,,,5.4,N1,BinhDinh
BD1205044,,6.0,5.0,,,,2.75,4.5,8.25,,,2.4,N1,BinhDinh
BD1205045,,3.0,6.25,,,,6.25,7.25,8.25,,,3.2,N1,BinhDinh
BD1205046,,2.6,3.5,,,,3.5,5.0,,,,,,BinhDinh
BD1205047,,6.2,5.5,,,,3.25,4.5,6.5,,,5.2,N1,BinhDinh
BD1205048,,4.2,6.0,,,,4.5,5.75,8.0,,,3.0,N1,BinhDinh
BD1205049,,7.2,5.25,4.75,6.5,5.5,,,,,,4.2,N1,BinhDinh
BD1205050,,5.2,5.5,,,,4.75,5.25,8.75,,,3.8,N1,BinhDinh
BD1205051,,7.4,4.25,6.75,3.75,3.75,,,,,,7.2,N1,BinhDinh
BD1205052,,6.6,5.5,,,,2.0,5.0,5.0,,,5.4,N1,BinhDinh
BD1205053,,4.2,4.25,,,,3.25,6.0,7.75,,,3.0,N1,BinhDinh
BD1205054,,4.0,4.5,,,,1.75,4.75,4.75,,,3.8,N1,BinhDinh
BD1205055,,5.6,7.0,,,,5.75,7.25,7.0,,,5.8,N1,BinhDinh
BD1205056,,5.2,6.25,,,,2.75,6.75,7.0,,,3.0,N1,BinhDinh
BD1205057,,5.8,5.25,,,,4.25,4.0,8.25,,,2.8,N1,BinhDinh
BD1205058,,6.6,5.5,2.25,3.75,4.25,5.5,7.0,8.5,,,3.4,N1,BinhDinh
BD1205059,,5.8,4.5,3.0,6.75,5.0,,,,,,4.0,N1,BinhDinh
BD1205060,,8.2,5.75,6.75,5.75,5.5,,,,,,7.8,N1,BinhDinh
BD1205061,,7.4,5.75,6.0,6.5,4.0,,,,,,3.8,N1,BinhDinh
BD1205062,,6.2,6.25,3.0,4.25,3.75,,,,,,5.6,N1,BinhDinh
BD1205063,,,7.0,,,,6.0,6.75,,,,,,BinhDinh
BD1205064,,7.8,5.25,6.0,6.75,6.25,,,,,,5.4,N1,BinhDinh
BD1205065,,5.4,5.5,,,,2.75,6.25,7.75,,,2.2,N1,BinhDinh
BD1205066,,5.2,5.0,,,,4.5,6.0,7.75,,,2.8,N1,BinhDinh
BD1205067,,3.0,4.75,2.75,1.5,3.25,3.25,6.25,8.75,,,3.4,N1,BinhDinh
BD1205068,,5.6,4.25,5.25,4.5,3.25,,,,,,4.0,N1,BinhDinh
BD1205069,,5.6,6.75,,,,3.75,5.75,9.25,,,5.2,N1,BinhDinh
BD1205070,,1.8,3.5,,,,3.75,5.0,,,,3.4,N1,BinhDinh
BD1205071,,7.6,4.75,7.0,3.5,4.5,,,,,,4.6,N1,BinhDinh
BD1205072,,2.0,3.75,2.5,1.75,2.5,5.0,5.75,7.75,,,1.2,N1,BinhDinh
BD1205073,,5.2,6.0,4.25,4.75,3.5,,,,,,5.0,N1,BinhDinh
BD1205074,,4.2,5.5,,,,4.5,5.0,6.75,,,2.8,N1,BinhDinh
BD1205075,,5.4,5.5,,,,3.5,5.5,6.75,,,2.8,N1,BinhDinh
BD1205076,,7.8,6.0,6.75,6.5,4.75,,,,,,5.4,N1,BinhDinh
BD1205077,,3.4,5.0,,,,3.5,5.75,6.5,,,4.0,N1,BinhDinh
BD1205078,,6.0,5.5,6.0,6.5,5.25,,,,,,4.0,N1,BinhDinh
BD1205079,,5.6,4.25,2.75,3.0,3.25,4.0,6.5,8.0,,,3.6,N1,BinhDinh
BD1205080,,2.0,3.25,3.0,2.75,2.5,1.75,4.5,5.0,,,1.8,N1,BinhDinh
BD1205081,,4.6,5.0,2.75,3.25,4.25,4.0,5.75,6.75,,,4.2,N1,BinhDinh
BD1205082,,7.0,5.5,5.75,6.75,8.0,,,,,,5.2,N1,BinhDinh
BD1205083,,4.2,3.5,2.5,2.25,3.5,,,,,,4.6,N1,BinhDinh
BD1205084,,3.2,5.75,,,,3.5,5.25,7.25,,,4.0,N1,BinhDinh
BD1205085,,7.2,3.5,7.25,4.5,5.25,,,,,,4.6,N1,BinhDinh
BD1205086,,2.8,4.25,,,,1.5,4.25,6.0,,,3.6,N1,BinhDinh
BD1205087,,7.6,4.5,6.25,5.75,5.0,,,,,,2.8,N1,BinhDinh
BD1205088,,2.8,4.0,2.25,3.0,4.0,4.25,5.0,5.5,,,2.2,N1,BinhDinh
BD1205089,,6.0,5.0,2.5,3.75,3.0,4.25,6.0,7.25,,,3.2,N1,BinhDinh
BD1205090,,4.8,5.0,,,,3.5,3.75,6.5,,,2.2,N1,BinhDinh
BD1205091,,6.2,7.25,,,,4.0,6.75,7.75,,,4.8,N1,BinhDinh
BD1205092,,2.4,,3.5,,,,,,,,2.8,N1,BinhDinh
BD1205093,,6.6,6.0,5.25,6.25,6.25,,,,,,5.0,N1,BinhDinh
BD1205094,,8.4,6.25,,,,7.75,,,,,,,BinhDinh
BD1205095,,5.0,5.25,3.75,3.0,4.5,4.5,6.5,8.0,,,4.8,N1,BinhDinh
BD1205096,,7.0,,6.25,5.75,,,,,,,,,BinhDinh
BD1205097,,5.6,5.5,4.25,3.5,4.5,,,,,,3.0,N1,BinhDinh
BD1205098,,5.6,6.5,,,,4.5,5.5,6.5,,,4.0,N1,BinhDinh
BD1205099,,7.0,5.25,,,,5.5,6.5,9.5,,,5.0,N1,BinhDinh
BD1205100,,8.0,7.5,5.25,5.5,5.5,,,,,,7.4,N1,BinhDinh
BD1205101,,3.0,5.25,,,,2.75,5.75,5.25,,,2.6,N1,BinhDinh
BD1205102,,5.0,4.75,4.75,5.0,4.5,,,,,,4.2,N1,BinhDinh
BD1205103,,6.6,6.25,7.25,4.5,4.0,,,,,,7.0,N1,BinhDinh
BD1205104,,3.2,3.25,,,,3.25,5.75,7.5,,,2.2,N1,BinhDinh
BD1205105,,6.4,5.5,,,,5.0,6.75,9.0,,,5.6,N1,BinhDinh
BD1205106,,3.8,3.25,,,,3.5,4.5,4.0,,,2.8,N1,BinhDinh
BD1205107,,6.2,6.75,4.75,6.25,3.5,,,,,,4.0,N1,BinhDinh
BD1205108,,3.6,5.75,,,,3.75,3.5,6.25,,,1.8,N1,BinhDinh
BD1205109,,4.2,3.5,,,,3.75,5.75,6.0,,,4.4,N1,BinhDinh
BD1205110,,7.2,7.5,7.75,6.75,4.75,,,,,,5.2,N1,BinhDinh
BD1205111,,7.8,6.0,6.0,4.5,4.75,,,,,,4.6,N1,BinhDinh
BD1205112,,8.4,7.25,6.75,7.0,5.75,4.75,7.5,7.0,,,6.6,N1,BinhDinh
BD1205113,,3.8,2.25,2.25,1.75,3.0,2.5,4.25,5.25,,,2.2,N1,BinhDinh
BD1205114,,7.6,5.25,7.25,6.5,5.5,,,,,,3.2,N1,BinhDinh
BD1205115,,7.0,7.25,,,,4.5,7.5,9.25,,,7.6,N1,BinhDinh
BD1205116,,5.8,5.75,,,,4.25,5.25,7.0,,,4.0,N1,BinhDinh
BD1205117,,7.8,6.25,,,,5.5,7.5,8.0,,,5.6,N1,BinhDinh
BD1205118,,8.2,6.5,7.75,7.75,4.5,,,,,,6.6,N1,BinhDinh
BD1205119,,3.4,4.25,,,,3.75,6.25,6.5,,,4.8,N1,BinhDinh
BD1205120,,7.4,7.5,6.5,5.5,5.0,,,,,,2.2,N1,BinhDinh
BD1205121,,5.4,4.5,5.75,2.75,4.25,3.5,4.5,7.0,,,3.0,N1,BinhDinh
BD1205122,,6.4,6.0,,,,3.5,6.0,8.5,,,5.6,N1,BinhDinh
BD1205123,,7.4,6.5,7.0,5.5,5.5,,,,,,2.6,N1,BinhDinh
BD1205124,,5.2,6.0,,,,3.5,5.75,6.75,,,3.4,N1,BinhDinh
BD1205125,,5.0,6.0,2.25,3.5,3.25,3.75,6.75,8.5,,,3.2,N1,BinhDinh
BD1205126,,4.2,3.25,4.0,3.5,3.25,3.0,4.25,4.75,,,2.8,N1,BinhDinh
BD1205127,,4.0,5.75,,,,4.0,5.0,7.0,,,4.2,N1,BinhDinh
BD1205128,,4.4,4.0,,,,3.5,5.0,7.25,,,3.0,N1,BinhDinh
BD1205129,,3.6,2.75,,,,1.75,5.0,4.75,,,3.4,N1,BinhDinh
BD1205130,,6.0,6.25,3.5,3.25,1.5,6.75,6.75,9.0,,,3.2,N1,BinhDinh
BD1205131,,7.0,6.75,,,,4.0,6.25,8.25,,,6.4,N1,BinhDinh
BD1205132,,6.6,5.5,5.25,7.75,3.5,,,,,,3.6,N1,BinhDinh
BD1205133,,8.2,6.0,8.75,7.25,4.5,,,,,,6.2,N1,BinhDinh
BD1205134,,3.8,3.75,,,,3.25,5.0,,,,,,BinhDinh
BD1205135,,5.8,4.75,1.75,7.5,5.5,,,,,,4.8,N1,BinhDinh
BD1205136,,8.2,7.0,7.0,8.0,6.25,,,,,,7.4,N1,BinhDinh
BD1205137,,5.8,5.75,,,,6.25,7.0,9.25,,,3.8,N1,BinhDinh
BD1205138,,6.2,5.5,6.5,5.0,4.0,,,,,,3.6,N1,BinhDinh
BD1205139,,5.6,6.0,,,,5.5,6.75,8.0,,,3.4,N1,BinhDinh
BD1205140,,4.0,3.0,3.25,1.25,3.5,3.5,4.0,5.25,,,2.6,N1,BinhDinh
BD1205141,,8.0,5.0,7.5,4.0,3.5,,,,,,4.8,N1,BinhDinh
BD1205142,,4.0,7.0,,,,3.75,5.5,7.25,,,4.6,N1,BinhDinh
BD1205143,,6.0,5.5,,,,4.5,7.5,9.0,,,4.6,N1,BinhDinh
BD1205144,,3.0,5.75,,,,3.5,5.5,6.0,,,2.6,N1,BinhDinh
BD1205145,,6.8,5.25,,,,6.5,7.5,8.0,,,4.6,N1,BinhDinh
BD1205146,,3.8,5.0,,,,4.0,5.5,7.25,,,5.0,N1,BinhDinh
BD1205147,,8.2,6.0,7.0,4.0,4.75,,,,,,7.0,N1,BinhDinh
BD1205148,,3.0,3.0,3.25,2.0,3.75,4.0,4.5,7.5,,,3.0,N1,BinhDinh
BD1205149,,4.4,6.0,3.75,5.75,4.0,4.0,5.5,7.75,,,3.2,N1,BinhDinh
BD1205150,,4.8,5.0,,,,3.0,7.25,8.5,,,2.6,N1,BinhDinh
BD1205151,,4.8,5.5,,,,4.25,4.75,7.5,,,3.6,N1,BinhDinh
BD1205152,,4.4,3.0,3.25,2.25,3.5,2.5,6.0,6.75,,,3.4,N1,BinhDinh
BD1205153,,8.6,6.75,8.5,6.5,7.25,,,,,,7.0,N1,BinhDinh
BD1205154,,7.0,5.75,6.0,6.0,4.0,,,,,,5.8,N1,BinhDinh
BD1205155,,7.6,5.5,6.75,5.0,4.5,,,,,,8.0,N1,BinhDinh
BD1205156,,5.4,4.0,,,,3.5,6.5,8.25,,,2.0,N1,BinhDinh
BD1205157,,6.8,5.5,6.75,5.25,4.5,,,,,,6.8,N1,BinhDinh
BD1205158,,8.2,6.0,8.25,6.5,3.5,,,,,,4.6,N1,BinhDinh
BD1205159,,6.6,2.75,,,,3.0,4.25,6.75,,,3.0,N1,BinhDinh
BD1205160,,4.4,6.0,,,,4.75,8.0,7.0,,,4.8,N1,BinhDinh
BD1205161,,7.6,6.25,7.25,5.75,5.0,,,,,,7.4,N1,BinhDinh
BD1205162,,7.2,6.0,7.25,7.0,3.25,,,,,,3.8,N1,BinhDinh
BD1205163,,3.8,6.25,,,,3.0,5.5,6.25,,,2.8,N1,BinhDinh
BD1205164,,5.0,4.25,4.75,5.25,4.0,3.0,6.5,5.75,,,4.4,N1,BinhDinh
BD1205165,,6.6,5.0,,,,3.25,5.25,7.5,,,5.4,N1,BinhDinh
BD1205166,,7.0,6.0,3.0,5.5,6.25,,,,,,4.2,N1,BinhDinh
BD1205167,,7.4,6.25,4.75,3.5,4.75,,,,,,2.2,N1,BinhDinh
BD1205168,,3.4,4.0,,,,3.75,6.5,7.75,,,2.0,N1,BinhDinh
BD1205169,,8.6,6.5,6.75,6.5,4.75,,,,,,6.0,N1,BinhDinh
BD1205170,,8.6,5.5,7.75,7.75,5.5,,,,,,4.6,N1,BinhDinh
BD1205171,,3.0,5.0,,,,2.75,6.25,7.5,,,2.8,N1,BinhDinh
BD1205172,,7.4,,6.25,7.5,2.75,,,,,,,,BinhDinh
BD1205173,,8.2,6.5,6.5,5.5,6.25,,,,,,5.6,N1,BinhDinh
BD1205174,,7.4,5.5,5.25,5.25,4.0,,,,,,3.2,N1,BinhDinh
BD1205175,,6.2,5.25,,,,3.75,6.75,8.0,,,3.4,N1,BinhDinh
BD1205176,,3.4,3.25,,,,5.75,5.75,6.5,,,2.4,N1,BinhDinh
BD1205177,,7.2,7.75,6.5,5.25,6.5,,,,,,7.4,N1,BinhDinh
BD1205178,,6.6,7.0,5.5,4.75,3.75,,,,,,5.0,N1,BinhDinh
BD1205179,,8.4,7.0,7.25,6.5,6.25,,,,,,9.0,N1,BinhDinh
BD1205180,,5.6,4.0,4.75,5.25,4.25,,,,,,3.4,N1,BinhDinh
BD1205181,,6.6,5.5,,,,4.25,5.75,8.25,,,3.0,N1,BinhDinh
BD1205182,,4.4,6.0,3.25,2.75,3.75,4.75,5.25,8.75,,,3.6,N1,BinhDinh
BD1205183,,8.2,5.25,6.0,6.5,3.0,,,,,,4.4,N1,BinhDinh
BD1205184,,6.0,5.5,3.75,2.25,2.0,5.75,6.25,7.25,,,3.4,N1,BinhDinh
BD1205185,,6.6,5.0,4.0,5.0,4.75,,,,,,5.2,N1,BinhDinh
BD1205186,,5.0,6.25,2.5,2.75,2.5,5.25,5.25,8.25,,,3.4,N1,BinhDinh
BD1205188,,5.6,6.5,,,,2.75,5.5,7.5,,,4.2,N1,BinhDinh
BD1205189,,7.6,8.0,6.25,6.75,6.5,,,,,,5.4,N1,BinhDinh
BD1205190,,2.0,2.5,,,,2.25,4.25,4.5,,,2.2,N1,BinhDinh
BD1205191,,5.4,5.0,,,,3.0,5.0,7.0,,,2.8,N1,BinhDinh
BD1205192,,8.0,7.5,,,,5.25,6.25,7.75,,,5.4,N1,BinhDinh
BD1205193,,8.2,4.5,6.25,6.0,3.0,,,,,,3.6,N1,BinhDinh
BD1205194,,4.4,4.0,,,,3.75,4.75,8.0,,,3.6,N1,BinhDinh
BD1205195,,2.6,4.0,,,,2.5,7.0,5.5,,,3.6,N1,BinhDinh
BD1205196,,7.6,5.25,7.0,6.25,4.5,,,,,,6.0,N1,BinhDinh
BD1205197,,2.6,2.0,,,,2.25,4.25,,,,,,BinhDinh
BD1205198,,9.4,,,8.5,9.5,,,,,,,,BinhDinh
BD1205199,,6.0,5.5,4.5,5.0,5.0,4.75,5.5,7.25,,,3.2,N1,BinhDinh
BD1205200,,7.4,5.5,4.75,6.25,4.0,,,,,,4.2,N1,BinhDinh
BD1205201,,4.6,4.75,,,,3.5,6.25,7.5,,,2.8,N1,BinhDinh
BD1205202,,5.0,6.5,,,,4.5,7.75,8.0,,,3.6,N1,BinhDinh
BD1205203,,2.4,4.0,,,,2.75,4.5,5.25,,,1.6,N1,BinhDinh
BD1205204,,7.6,5.25,4.75,5.5,4.0,,,,,,4.2,N1,BinhDinh
BD1205205,,3.8,1.75,3.5,2.25,3.0,5.5,4.75,5.0,,,2.0,N1,BinhDinh
BD1205206,,6.8,7.0,,,,4.5,6.75,9.0,,,6.4,N1,BinhDinh
BD1205207,,3.0,4.25,,,,2.25,4.25,5.25,,,3.0,N1,BinhDinh
BD1205208,,7.0,,5.75,7.75,,,,,,,,,BinhDinh
BD1205209,,5.2,6.25,,,,3.75,7.25,7.75,,,3.6,N1,BinhDinh
BD1205210,,4.4,5.5,2.75,3.25,5.0,3.75,6.75,8.75,,,4.0,N1,BinhDinh
BD1205211,,5.0,6.75,,,,3.0,5.25,7.5,,,4.8,N1,BinhDinh
BD1205212,,2.8,3.25,,,,3.5,5.75,8.75,,,3.2,N1,BinhDinh
BD1205213,,4.6,5.0,,,,3.25,7.25,8.0,,,4.2,N1,BinhDinh
BD1205214,,5.0,5.5,,,,2.25,4.5,8.75,,,3.8,N1,BinhDinh
BD1205215,,8.6,5.75,7.0,6.5,5.0,,,,,,3.8,N1,BinhDinh
BD1205216,,3.2,5.0,,,,4.25,5.5,6.75,,,3.2,N1,BinhDinh
BD1205217,,6.2,6.0,3.75,4.75,4.25,4.5,7.25,7.5,,,3.6,N1,BinhDinh
BD1205218,,4.4,4.25,,,,3.0,4.75,6.0,,,2.2,N1,BinhDinh
BD1205219,,4.4,3.75,3.75,3.25,2.75,2.25,4.75,4.75,,,3.6,N1,BinhDinh
BD1205220,,6.8,5.0,5.75,3.75,4.25,,,,,,2.2,N1,BinhDinh
BD1205221,,7.2,4.75,5.25,4.0,4.5,,,,,,7.6,N1,BinhDinh
BD1205222,,7.0,5.25,5.25,3.75,4.25,,,,,,5.2,N1,BinhDinh
BD1205223,,6.4,5.25,4.75,4.25,4.5,4.5,6.0,7.5,,,3.8,N1,BinhDinh
BD1205224,,7.0,6.25,3.5,6.5,6.5,,,,,,5.2,N1,BinhDinh
BD1205225,,7.2,6.0,6.5,5.75,6.0,,,,,,3.0,N1,BinhDinh
BD1205226,,5.2,5.75,,,,4.25,5.75,8.5,,,4.6,N1,BinhDinh
BD1205227,,6.4,5.75,,,,2.75,4.5,5.5,,,2.6,N1,BinhDinh
BD1205228,,5.0,3.5,,,,3.5,6.25,7.0,,,4.4,N1,BinhDinh
BD1205229,,7.0,6.0,5.5,6.0,5.5,,,,,,4.2,N1,BinhDinh
BD1205230,,5.6,3.25,,,,3.75,6.25,6.75,,,4.0,N1,BinhDinh
BD1205231,,1.2,2.75,,,,3.25,4.0,6.25,,,1.8,N1,BinhDinh
BD1205232,,6.2,4.5,,,,2.25,4.5,6.75,,,3.4,N1,BinhDinh
BD1205233,,2.0,4.25,,,,4.5,5.25,4.75,,,3.8,N1,BinhDinh
BD1205234,,7.4,5.5,5.0,5.25,3.75,3.75,7.25,7.25,,,4.4,N1,BinhDinh
BD1205235,,6.6,7.0,6.5,5.0,5.0,,,,,,4.4,N1,BinhDinh
BD1205236,,5.6,6.25,2.0,3.75,3.0,2.0,5.5,7.5,,,5.0,N1,BinhDinh
BD1205237,,8.0,5.5,8.75,6.75,4.5,,,,,,3.2,N1,BinhDinh
BD1205238,,5.0,3.75,2.25,2.5,3.25,5.5,6.0,7.5,,,3.8,N1,BinhDinh
BD1205239,,5.6,5.0,,,,2.75,4.25,6.75,,,4.2,N1,BinhDinh
BD1205240,,7.2,6.25,6.0,5.5,5.5,,,,,,4.4,N1,BinhDinh
BD1205241,,6.6,5.75,5.5,4.5,4.0,,,,,,4.4,N1,BinhDinh
BD1205242,,3.6,2.25,2.0,2.5,3.0,2.5,4.25,5.5,,,3.2,N1,BinhDinh
BD1205243,,5.6,5.25,,,,3.25,5.0,7.0,,,3.8,N1,BinhDinh
BD1205244,,6.4,5.5,,,,2.5,5.25,7.25,,,4.8,N1,BinhDinh
BD1205245,,6.8,6.25,,,,5.0,6.5,7.25,,,4.8,N1,BinhDinh
BD1205246,,6.8,4.5,5.75,3.5,5.5,,,,,,7.6,N1,BinhDinh
BD1205247,,4.8,5.0,,,,5.5,,,,,,,BinhDinh
BD1205248,,5.0,5.25,,,,4.25,6.25,9.0,,,5.0,N1,BinhDinh
BD1205249,,7.8,7.0,,,,2.0,5.75,7.0,,,6.4,N1,BinhDinh
BD1205250,,8.4,6.25,6.5,5.25,7.0,,,,,,6.4,N1,BinhDinh
BD1205251,,5.2,6.0,,,,5.25,6.75,8.5,,,5.6,N1,BinhDinh
BD1205252,,5.8,4.75,,,,3.75,5.5,5.5,,,5.0,N1,BinhDinh
BD1205253,,6.6,6.0,6.75,6.75,5.0,,,,,,5.8,N1,BinhDinh
BD1205254,,5.8,6.25,,,,3.25,6.25,9.0,,,3.2,N1,BinhDinh
BD1205255,,5.8,6.5,,,,2.25,6.25,8.0,,,2.0,N1,BinhDinh
BD1205256,,4.4,4.25,,,,3.25,3.75,4.75,,,3.0,N1,BinhDinh
BD1205257,,7.4,7.25,7.25,4.75,5.0,,,,,,8.2,N1,BinhDinh
BD1205258,,4.0,3.75,,,,3.25,4.5,4.25,,,2.4,N1,BinhDinh
BD1205259,,8.6,6.0,7.0,5.75,6.0,,,,,,5.0,N1,BinhDinh
BD1205260,,7.4,7.25,,,,6.5,8.25,9.25,,,8.2,N1,BinhDinh
BD1205261,,8.8,,,7.75,8.0,,,,,,,,BinhDinh
BD1205262,,4.8,3.0,,,,4.75,6.0,6.75,,,2.4,N1,BinhDinh
BD1205263,,7.4,6.25,6.0,5.5,4.25,,,,,,4.6,N1,BinhDinh
BD1205264,,6.2,5.5,7.25,3.25,3.25,,,,,,3.4,N1,BinhDinh
BD1205265,,5.8,5.0,,,,3.5,6.0,6.75,,,3.6,N1,BinhDinh
BD1205266,,8.4,7.5,8.0,7.75,4.75,,,,,,6.4,N1,BinhDinh
BD1205267,,6.2,5.5,4.25,2.75,4.25,2.5,5.25,7.0,,,4.2,N1,BinhDinh
BD1205268,,5.0,4.5,,,,2.5,5.5,5.75,,,2.4,N1,BinhDinh
BD1205269,,7.2,5.0,8.0,5.25,5.0,,,,,,4.2,N1,BinhDinh
BD1205270,,4.8,4.5,,,,1.75,4.75,6.75,,,3.0,N1,BinhDinh
BD1205271,,7.0,3.5,5.25,2.5,3.0,,,,,,5.2,N1,BinhDinh
BD1205272,,8.0,6.0,7.5,7.5,7.25,,,,,,,,BinhDinh
BD1205273,,5.4,6.75,,,,4.25,6.25,7.25,,,3.8,N1,BinhDinh
BD1205274,,6.8,6.5,,,,4.5,7.0,6.5,,,6.8,N1,BinhDinh
BD1205275,,4.2,5.25,,,,3.25,5.5,6.0,,,1.2,N1,BinhDinh
BD1205276,,7.8,5.75,4.0,8.0,9.25,,,,,,5.6,N1,BinhDinh
BD1205277,,5.6,6.5,,,,4.75,6.75,7.25,,,4.6,N1,BinhDinh
BD1205278,,4.0,4.0,,,,2.75,5.75,6.25,,,3.4,N1,BinhDinh
BD1205279,,5.6,5.0,,,,2.5,5.0,4.75,,,3.2,N1,BinhDinh
BD1205280,,7.2,6.5,5.0,3.5,5.0,,,,,,4.2,N1,BinhDinh
BD1205281,,4.0,5.25,3.25,4.25,3.25,3.75,6.25,8.0,,,2.8,N1,BinhDinh
BD1205282,,4.6,6.0,,,,3.75,6.0,8.25,,,3.4,N1,BinhDinh
BD1205283,,7.8,6.5,6.5,4.5,4.0,,,,,,6.0,N1,BinhDinh
BD1205284,,7.4,4.5,7.25,5.75,3.0,,,,,,4.6,N1,BinhDinh
BD1205285,,3.4,5.5,,,,4.25,3.75,7.5,,,4.6,N1,BinhDinh
BD1205286,,4.6,3.5,,,,1.75,5.25,6.5,,,3.0,N1,BinhDinh
BD1205287,,5.6,5.5,5.75,3.25,3.25,,,,,,6.6,N1,BinhDinh
BD1205288,,7.0,6.5,,,,4.75,6.0,8.0,,,2.8,N1,BinhDinh
BD1205289,,6.0,6.25,,,,5.0,8.5,9.25,,,6.0,N1,BinhDinh
BD1205290,,5.0,5.25,,,,5.0,4.75,7.25,,,5.4,N1,BinhDinh
BD1205291,,3.8,3.75,,,,3.5,5.0,8.0,,,4.0,N1,BinhDinh
BD1205292,,5.4,5.25,3.5,2.75,2.25,5.0,5.75,8.0,,,3.6,N1,BinhDinh
BD1205293,,4.8,4.75,,,,4.5,5.25,6.0,,,2.8,N1,BinhDinh
BD1205294,,3.4,4.25,,,,3.25,6.25,8.25,,,3.2,N1,BinhDinh
BD1205295,,4.2,3.0,,,,3.5,6.25,5.25,,,3.0,N1,BinhDinh
BD1205296,,6.4,6.25,,,,5.25,5.75,8.75,,,2.6,N1,BinhDinh
BD1205297,,7.8,5.0,5.75,4.75,4.0,,,,,,7.8,N1,BinhDinh
BD1205298,,5.6,7.25,,,,4.75,4.5,7.25,,,2.8,N1,BinhDinh
BD1205299,,8.2,4.5,6.5,5.5,2.5,4.0,6.75,6.25,,,2.8,N1,BinhDinh
BD1205300,,8.0,,,7.0,7.0,,,,,,,,BinhDinh
BD1205301,,6.4,3.75,0.75,4.0,3.25,2.5,6.5,8.75,,,2.6,N1,BinhDinh
BD1205302,,8.6,6.0,7.25,5.5,6.0,,,,,,8.6,N1,BinhDinh
BD1205303,,7.8,7.5,,,,5.5,7.75,8.75,,,3.4,N1,BinhDinh
BD1205304,,7.2,6.5,4.5,6.0,5.25,,,,,,5.2,N1,BinhDinh
BD1205305,,4.4,5.75,,,,5.5,8.0,7.5,,,4.4,N1,BinhDinh
BD1205306,,7.0,4.75,5.5,6.5,4.5,,,,,,7.6,N1,BinhDinh
BD1205307,,6.2,7.75,,,,6.25,7.5,8.25,,,6.8,N1,BinhDinh
BD1205308,,6.8,5.0,,,,3.5,4.75,6.5,,,7.4,N1,BinhDinh
BD1205309,,6.8,6.25,6.25,6.0,4.5,,,,,,5.6,N1,BinhDinh
BD1205310,,3.6,6.25,,,,3.75,5.5,7.75,,,2.0,N1,BinhDinh
BD1205311,,7.2,7.0,5.5,6.25,5.0,,,,,,3.6,N1,BinhDinh
BD1205312,,5.2,5.75,,,,3.5,5.5,5.75,,,2.8,N1,BinhDinh
BD1205313,,7.0,6.0,6.75,3.75,5.5,,,,,,8.6,N1,BinhDinh
BD1205314,,2.8,4.0,2.75,3.0,3.25,2.75,4.75,5.25,,,2.8,N1,BinhDinh
BD1205315,,4.2,5.75,,,,6.0,5.75,7.75,,,4.6,N1,BinhDinh
BD1205316,,4.4,5.0,,,,3.75,6.5,8.0,,,3.6,N1,BinhDinh
BD1205317,,8.8,5.25,6.75,8.5,9.5,,,,,,9.0,N1,BinhDinh
BD1205318,,4.2,3.0,2.25,3.25,4.25,2.25,6.75,7.25,,,4.4,N1,BinhDinh
BD1205319,,5.2,5.25,,,,4.75,7.5,9.0,,,4.4,N1,BinhDinh
BD1205320,,5.8,6.75,3.25,3.75,2.75,2.75,4.0,7.75,,,5.2,N1,BinhDinh
BD1205321,,6.0,7.0,3.75,6.25,6.0,,,,,,5.8,N1,BinhDinh
BD1205322,,7.0,6.5,,,,4.25,6.0,7.75,,,6.6,N1,BinhDinh
BD1205323,,6.4,7.0,5.0,5.75,6.0,,,,,,5.0,N1,BinhDinh
BD1205324,,6.8,5.75,,,,4.5,6.75,7.5,,,4.8,N1,BinhDinh
BD1205325,,5.8,4.5,2.75,3.25,2.75,2.75,6.0,7.5,,,2.6,N1,BinhDinh
BD1205326,,5.0,3.75,4.5,1.5,4.25,2.75,5.5,4.25,,,3.4,N1,BinhDinh
BD1205327,,2.8,5.25,,,,1.75,5.0,6.5,,,3.4,N1,BinhDinh
BD1205328,,5.8,5.0,,,,3.75,6.0,7.25,,,4.6,N1,BinhDinh
BD1205329,,4.2,5.5,,,,4.0,6.25,8.75,,,3.8,N1,BinhDinh
BD1205330,,7.6,5.5,6.5,6.25,5.5,,,,,,5.8,N1,BinhDinh
BD1205331,,5.6,5.5,,,,7.0,7.75,9.0,,,5.8,N1,BinhDinh
BD1205332,,5.0,5.75,,,,3.5,5.75,9.25,,,3.4,N1,BinhDinh
BD1205333,,5.4,5.0,,,,3.75,6.5,8.25,,,5.4,N1,BinhDinh
BD1205334,,5.6,6.5,6.0,5.25,4.25,,,,,,3.4,N1,BinhDinh
BD1205335,,4.0,5.0,3.0,3.0,2.5,2.0,4.0,3.25,,,2.8,N1,BinhDinh
BD1205336,,8.0,6.5,6.0,4.25,5.25,,,,,,3.6,N1,BinhDinh
